"Longitude","Gender","Senior Citizen","Partner","Dependents","Tenure Months","Phone Service","Multiple Lines","Internet Service","Online Security","Online Backup","Device Protection","Tech Support","Streaming TV","Streaming Movies","Contract","Paperless Billing","Payment Method","Churn Label","Churn Value","Churn Score","CLTV","Churn Reason"
-118.020188,1,1,1,1,4,2,3,2,"No",1,1,1,1,1,1,1,3,2,1,92,2220,1
-117.992066,2,1,1,1,35,2,1,2,"No",1,3,1,3,1,2,2,3,2,1,81,5928,2
-118.039892,1,1,2,1,33,2,1,2,"No",1,3,1,3,3,2,2,3,2,1,76,5080,2
-118.067402,2,1,1,1,45,2,1,3,"No internet service",2,2,2,2,2,2,2,3,2,1,87,5398,2
-118.112532,2,1,1,1,6,1,2,1,"No",3,1,1,1,1,1,2,2,2,1,93,4667,1
-118.31448,2,2,1,1,3,2,3,2,"No",1,1,1,1,1,1,2,3,2,1,96,3128,1
-118.071128,1,1,1,2,11,2,1,3,"No internet service",2,2,2,2,2,1,1,2,2,1,95,4500,2
-118.073596,1,1,1,1,1,2,1,2,"No",1,3,1,1,1,1,1,3,2,1,66,2176,4
-118.210737,1,2,2,1,40,2,1,2,"No",3,1,3,3,3,2,2,2,2,1,69,5098,14
-118.111335,2,2,1,1,47,2,1,2,"Yes",1,1,1,1,3,1,1,4,2,1,68,3645,14
-118.118648,2,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,1,3,2,1,70,4238,3
-117.95982,2,1,2,1,7,2,1,1,"Yes",1,1,1,1,1,2,2,3,2,1,75,5651,5
-118.230625,1,2,1,1,15,2,1,2,"No",3,1,1,1,1,1,2,2,2,1,99,4526,6
-118.156957,1,1,2,1,11,2,3,2,"No",1,1,1,3,3,1,2,3,2,1,67,2120,4
-118.244839,2,1,1,1,67,2,3,2,"Yes",3,3,3,3,3,2,2,1,2,1,91,6255,3
-118.123752,2,1,1,1,8,1,2,1,"Yes",1,1,1,1,1,1,2,3,2,1,94,4549,3
-118.166649,1,1,2,1,44,2,3,2,"No",1,1,1,3,3,1,2,3,2,1,87,5606,5
-118.087353,2,2,2,1,24,2,3,2,"No",3,3,1,3,3,1,2,3,2,1,80,2104,5
-118.112911,2,2,1,1,15,2,3,2,"No",3,1,1,1,1,1,2,3,2,1,76,4958,5
-118.55029,1,1,2,1,17,2,3,2,"Yes",1,3,1,3,3,1,2,3,2,1,79,2365,6
-118.420717,2,2,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,78,5844,8
-118.644609,2,1,1,1,9,2,1,2,"No",1,1,1,1,3,1,2,3,2,1,90,3890,6
-118.615714,1,1,1,1,7,2,1,2,"No",1,1,1,3,1,1,2,4,2,1,75,3949,4
-118.445461,2,1,1,1,3,2,1,1,"No",1,1,3,3,3,1,2,3,2,1,98,3520,19
-118.459472,1,2,2,1,34,2,3,2,"No",3,1,1,1,1,1,2,4,2,1,66,3980,20
-118.300942,1,2,1,1,1,1,2,1,"No",1,1,1,3,1,1,2,3,2,1,96,5303,21
-118.400022,2,1,1,1,22,2,1,2,"No",3,3,1,3,1,1,2,3,2,1,99,5438,11
-117.87068,1,2,2,1,47,2,3,2,"Yes",1,1,1,1,1,1,1,3,2,1,95,5915,15
-118.046695,1,2,2,1,24,1,2,1,"No",1,3,1,1,3,1,2,2,2,1,85,3843,12
-117.642503,2,1,2,1,53,1,2,1,"No",3,3,3,3,3,2,2,3,2,1,98,5650,10
-117.523724,1,1,2,1,8,2,3,2,"No",1,1,1,1,3,1,2,3,2,1,85,2656,13
-117.936436,1,1,2,1,2,2,1,2,"No",3,1,1,1,1,1,2,1,2,1,97,5799,9
-117.991372,1,1,2,1,48,1,2,1,"No",3,3,1,1,1,2,1,4,2,1,90,5995,20
-117.737997,1,2,2,1,43,2,3,2,"No",1,3,3,3,3,2,2,3,2,1,93,4423,21
-118.082791,2,2,2,1,16,2,3,2,"No",1,3,1,3,3,1,2,3,2,1,87,3392,11
-118.089431,1,1,2,1,8,2,1,2,"No",3,3,1,3,3,1,1,3,2,1,76,2750,15
-118.128164,2,1,1,1,20,2,3,2,"No",1,3,1,3,1,1,2,3,2,1,86,4115,8
-116.472863,1,1,1,1,27,2,3,2,"No",1,1,1,3,3,1,2,4,2,1,89,4464,8
-116.192313,2,1,1,2,40,2,1,1,"Yes",3,1,1,1,1,1,2,4,2,1,65,2810,6
-117.306043,1,1,1,1,6,2,3,2,"No",3,1,1,3,1,1,2,3,2,1,71,5656,4
-116.862648,2,1,1,1,11,2,3,1,"No",1,3,1,1,1,1,1,3,2,1,99,3407,3
-116.262854,1,2,1,1,5,1,2,1,"No",1,1,1,3,3,1,1,3,2,1,73,3561,5
-116.906774,2,1,2,1,8,2,1,2,"Yes",1,1,1,1,1,1,2,3,2,1,88,3683,5
-117.29032,1,1,1,1,1,2,1,2,"No",1,1,1,3,1,1,2,3,2,1,71,2119,6
-116.997605,1,2,2,1,28,2,3,2,"No",1,1,3,3,3,1,2,2,2,1,68,4994,6
-117.166036,2,1,2,1,29,2,3,2,"No",1,3,1,1,3,1,2,3,2,1,91,5292,4
-117.090353,1,1,2,1,6,2,1,3,"No internet service",2,2,2,2,2,1,1,1,2,1,67,5579,19
-117.169052,1,1,1,1,6,2,1,1,"No",1,1,3,1,1,1,2,1,2,1,88,4248,11
-117.202937,2,1,2,2,15,2,1,3,"No internet service",2,2,2,2,2,1,2,3,2,1,73,4672,15
-117.089287,1,1,2,1,25,1,2,1,"No",1,1,1,3,1,1,2,1,2,1,93,5024,12
-117.152162,2,2,2,1,10,2,1,2,"No",3,3,3,3,1,1,2,4,2,1,77,2415,10
-117.134917,1,1,2,1,13,2,1,2,"No",1,1,1,3,3,1,1,3,2,1,81,3740,13
-117.202542,1,1,2,1,49,2,3,2,"No",3,3,3,3,3,3,2,1,2,1,92,5785,9
-116.291089,1,2,1,1,1,2,3,2,"No",1,1,1,1,1,1,2,4,2,1,67,4291,19
-116.324817,1,1,1,1,37,2,1,1,"No",1,1,1,3,3,1,2,3,2,1,80,5554,20
-114.71612,2,1,1,1,26,2,1,2,"No",3,3,1,3,1,1,1,3,2,1,71,3452,21
-116.171678,1,1,1,1,12,2,1,2,"No",1,3,1,3,3,2,1,4,2,1,88,3538,11
-115.662709,1,2,1,1,10,1,2,1,"No",1,1,3,1,1,1,2,3,2,1,89,5702,15
-116.281511,2,1,2,1,5,2,3,2,"Yes",1,3,1,1,1,1,2,3,2,1,98,5141,8
-115.596574,2,1,1,1,18,2,3,2,"No",1,3,1,1,3,1,2,2,2,1,89,2931,3
-116.659215,1,2,1,1,3,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,98,5165,5
-114.192901,1,1,1,1,54,2,3,2,"Yes",1,3,1,3,3,2,2,1,2,1,99,6117,6
-115.689559,1,1,1,1,10,2,3,2,"No",1,1,1,1,1,1,2,3,2,1,69,5578,4
-116.119222,1,1,1,1,1,2,1,1,"No",1,1,3,1,1,1,2,3,2,1,68,4535,8
-114.717964,2,1,1,1,2,2,1,2,"No",1,1,1,3,1,1,2,3,2,1,80,5055,3
-115.60503,2,1,2,1,32,2,3,2,"No",1,3,1,1,1,1,2,3,2,1,90,5949,5
-116.86433,2,1,2,2,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,67,5441,6
-117.184503,2,2,1,1,12,2,3,2,"No",1,3,1,3,3,1,2,3,2,1,98,2819,6
-117.001509,1,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,85,4063,6
-116.773825,1,1,1,1,5,2,1,2,"No",1,1,1,3,1,1,2,2,2,1,96,3718,4
-117.39104,2,1,1,1,6,2,1,2,"No",3,1,1,3,1,1,2,3,2,1,72,3420,4
-116.093376,1,2,1,1,26,2,3,2,"No",3,1,1,3,1,1,2,3,2,1,89,4074,19
-117.072654,1,2,2,1,1,1,2,1,"No",1,1,1,1,1,1,2,3,2,1,73,5377,20
-117.154277,2,1,1,1,64,2,3,2,"No",3,1,3,3,3,2,2,2,2,1,98,4870,21
-116.505958,2,1,1,1,13,2,1,2,"No",1,1,1,1,3,1,2,3,2,1,85,5964,11
-117.166158,1,1,2,1,9,2,1,2,"No",1,1,1,3,3,1,1,3,2,1,91,4971,15
-117.404686,2,1,1,1,10,2,3,1,"No",1,1,1,3,3,1,2,2,2,1,98,2457,12
-116.188668,1,1,1,1,2,2,1,1,"No",1,3,3,3,3,1,1,3,2,1,100,3005,10
-117.618263,1,2,1,1,20,2,3,1,"No",1,1,1,1,3,1,2,4,2,1,85,3866,13
-116.834092,2,1,2,1,9,2,1,2,"No",3,3,1,1,1,1,2,3,2,1,100,4748,9
-117.011825,2,2,1,1,32,2,3,2,"No",1,1,1,3,3,1,2,2,2,1,79,2246,19
-117.221722,1,1,2,1,70,2,3,1,"Yes",1,3,3,1,1,3,1,2,2,1,85,5591,20
-117.320138,2,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,69,5717,21
-117.489426,2,1,1,1,1,2,3,2,"No",1,1,1,3,1,1,2,4,2,1,79,4261,11
-117.391751,1,1,1,1,13,1,2,1,"No",3,1,1,1,1,1,2,3,2,1,97,5131,8
-116.827173,2,1,1,1,7,2,1,1,"Yes",1,1,1,1,1,1,2,4,2,1,90,3736,1
-117.120868,1,1,2,2,1,2,1,1,"No",1,1,1,1,1,1,2,1,2,1,90,4599,2
-117.255039,1,1,1,1,7,2,1,2,"No",1,1,1,3,1,1,2,3,2,1,98,3109,2
-117.219551,2,2,1,1,1,2,3,2,"No",1,1,1,1,1,1,2,3,2,1,86,5443,1
-117.10909,2,1,2,1,33,2,1,1,"No",1,3,3,3,3,2,2,4,2,1,73,5374,1
-117.029473,1,1,2,1,55,2,3,2,"No",1,3,1,1,1,1,2,3,2,1,79,4398,2
-117.665104,1,1,1,1,8,2,1,2,"Yes",1,1,1,3,1,1,1,3,2,1,81,4437,14
-117.862734,2,1,1,1,11,2,1,2,"No",1,1,3,1,1,1,2,3,2,1,66,3634,14
-117.922613,2,1,2,1,49,1,2,1,"No",3,1,1,3,3,2,2,1,2,1,67,5375,14
-117.705314,1,2,2,1,1,2,1,1,"No",1,1,1,1,1,1,1,3,2,1,67,4531,3
-117.684254,2,2,1,1,15,2,1,2,"No",1,1,1,1,3,1,2,3,2,1,74,3621,5
-118.016195,2,2,2,1,16,2,1,2,"No",1,1,1,1,1,1,2,1,2,1,86,3327,6
-117.773669,2,2,2,1,44,2,3,2,"No",3,1,1,1,3,2,1,4,2,1,99,2674,4
-117.635263,2,1,1,1,4,2,3,1,"No",1,1,1,1,1,1,1,2,2,1,83,3865,3
-117.567346,2,1,2,1,30,2,3,2,"Yes",3,1,1,3,1,1,2,3,2,1,71,2792,5
-117.644253,1,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,4,2,1,96,3208,5
-117.788357,1,1,1,1,1,2,1,2,"No",1,1,1,1,3,1,2,3,2,1,85,2075,6
-117.862898,1,1,2,2,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,78,3797,6
-117.79387,1,1,1,1,61,2,3,2,"No",1,3,3,3,3,3,2,3,2,1,68,4183,6
-117.848299,2,1,1,1,1,2,1,1,"No",1,1,1,1,3,1,2,4,2,1,79,4629,20
-117.732197,1,1,2,1,18,1,2,1,"No",1,3,1,3,1,1,2,3,2,1,66,2601,11
-119.079903,1,2,2,1,3,2,1,2,"No",1,1,3,3,1,1,2,4,2,1,68,3464,15
-118.858169,1,2,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,68,5056,12
-119.18012,1,1,1,1,1,2,1,1,"No",1,1,1,3,1,1,2,4,2,1,79,2326,10
-118.730106,1,1,2,1,70,2,3,2,"Yes",3,3,3,1,1,3,1,1,2,1,95,6173,13
-119.094824,2,1,2,1,68,2,3,2,"Yes",3,3,3,3,3,3,2,3,2,1,90,4610,9
-118.768471,1,2,2,1,26,2,1,2,"No",3,1,1,1,3,1,1,3,2,1,75,4316,19
-119.014627,2,1,2,1,11,2,3,2,"No",3,1,1,1,1,1,2,1,2,1,75,5119,20
-119.60137,2,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,2,4,2,1,99,4266,21
-119.80079,2,1,1,1,1,2,1,1,"No",1,3,1,1,1,1,2,4,2,1,97,5338,11
-119.631072,1,1,1,1,46,2,1,1,"No",1,3,3,1,1,3,1,2,2,1,83,2793,15
-119.77191,2,1,1,1,4,2,1,2,"No",1,1,1,3,3,1,2,3,2,1,98,2456,8
-120.129921,2,2,1,1,22,2,3,2,"No",1,1,3,3,1,1,2,1,2,1,71,5014,8
-119.488413,2,1,2,1,9,2,1,2,"No",3,3,3,3,1,1,2,4,2,1,72,3016,8
-118.69759,2,1,2,1,7,2,1,2,"No",1,1,1,1,1,1,2,1,2,1,90,3296,17
-119.532424,1,1,1,1,1,2,1,1,"Yes",1,1,1,1,1,1,2,2,2,1,83,4207,18
-119.201028,2,1,2,1,29,2,3,2,"No",3,1,1,1,1,1,2,1,2,1,83,5189,2
-119.57013,1,1,1,1,3,2,3,2,"No",1,1,1,1,1,1,2,3,2,1,79,5948,1
-119.460557,1,1,1,1,13,2,3,2,"Yes",3,1,1,3,1,1,2,3,2,1,65,2110,2
-119.750142,2,2,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,91,3491,2
-118.101378,1,1,1,1,39,2,3,2,"No",3,3,1,3,3,1,2,3,2,1,83,4811,1
-119.127437,1,1,2,2,1,2,1,3,"No internet service",2,2,2,2,2,1,2,3,2,1,73,4633,1
-119.286833,2,1,2,1,14,1,2,1,"No",1,1,1,3,3,1,1,3,2,1,76,5360,1
-119.402525,2,1,1,1,1,2,1,2,"No",1,1,1,1,3,1,1,3,2,1,98,2199,2
-119.344304,2,1,1,1,1,2,1,2,"No",1,1,3,1,1,1,2,3,2,1,66,3389,2
-119.375243,2,1,2,1,1,2,1,2,"No",1,3,1,1,1,1,1,3,2,1,83,5973,8
-119.375646,2,1,1,2,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,80,5437,1
-118.881679,1,1,2,1,42,2,3,2,"No",1,3,3,1,1,1,2,3,2,1,100,2514,1
-119.211689,1,1,1,1,7,2,1,2,"No",1,1,1,3,1,1,2,3,2,1,92,3735,2
-119.245341,1,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,89,4133,2
-120.626442,1,2,1,1,10,2,1,2,"No",1,3,1,1,3,1,2,2,2,1,94,3320,2
-120.382917,1,1,1,2,1,2,1,1,"Yes",3,1,3,1,1,1,2,3,2,1,93,4531,1
-120.275839,1,2,2,1,1,2,1,3,"No internet service",2,2,2,2,2,1,2,4,2,1,97,3817,2
-120.604741,1,2,2,1,58,2,1,2,"Yes",3,1,3,3,3,2,2,2,2,1,100,5067,2
-120.655842,2,2,1,1,6,2,1,2,"Yes",1,1,1,3,1,1,2,1,2,1,90,5831,1
-117.637641,1,2,2,1,20,2,3,2,"No",1,3,1,3,1,1,1,3,2,1,87,2312,1
-118.59049,1,1,2,1,4,2,3,2,"No",3,1,1,3,3,1,2,3,2,1,72,2570,1
-118.38111,2,1,1,1,6,2,1,2,"No",1,1,1,3,1,1,2,2,2,1,96,2181,2
-118.073839,1,2,2,1,27,2,3,2,"Yes",1,1,3,3,3,1,2,1,2,1,75,3444,2
-117.865469,2,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,4,2,1,92,5730,2
-117.894868,1,1,1,1,13,2,3,2,"No",3,3,3,1,1,1,1,3,2,1,75,2226,1
-120.019511,2,1,1,1,19,2,3,2,"No",3,1,1,3,3,1,2,3,2,1,76,3670,1
-119.711868,1,1,1,1,10,2,3,2,"No",3,1,1,1,1,1,2,2,2,1,95,2946,2
-119.386868,1,2,2,1,13,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,85,5101,8
-118.901544,1,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,4,2,1,97,5773,2
-119.930027,1,2,2,1,68,2,3,2,"Yes",3,1,1,1,3,2,2,2,2,1,86,5957,1
-119.642281,1,2,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,82,4741,1
-120.288644,1,1,1,1,36,2,1,2,"No",1,3,3,1,3,1,2,3,2,1,92,2558,2
-119.753649,1,2,1,1,15,2,1,2,"Yes",1,3,3,1,3,1,2,4,2,1,72,2933,2
-119.7645,1,1,1,1,13,1,2,1,"No",1,1,1,1,3,1,2,3,2,1,79,3104,1
-119.761131,2,1,2,1,5,2,3,2,"No",3,1,1,1,1,1,2,3,2,1,100,3819,1
-121.622188,1,1,1,2,2,2,1,3,"No internet service",2,2,2,2,2,1,2,3,2,1,66,2843,2
-121.615669,1,1,2,1,17,2,3,2,"No",1,1,1,1,3,1,2,3,2,1,94,3670,2
-121.922239,2,1,2,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,89,4207,2
-121.386617,2,1,1,2,1,2,1,1,"No",1,1,1,1,1,1,2,3,2,1,82,4067,1
-120.864443,2,2,2,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,100,4962,1
-122.365778,1,1,1,1,9,2,1,2,"No",1,1,1,3,3,1,2,1,2,1,70,2578,2
-122.215844,2,2,1,1,70,1,2,1,"No",1,1,1,3,3,2,2,3,2,1,97,5824,1
-122.086022,1,1,1,1,3,2,3,2,"No",1,1,1,1,1,1,2,3,2,1,93,5475,1
-122.235414,2,2,1,1,20,2,1,2,"No",1,1,1,1,1,1,1,2,2,1,98,3684,1
-122.196318,2,2,2,1,21,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,67,3853,2
-122.426468,1,1,2,1,17,2,3,2,"No",1,3,1,3,1,1,1,3,2,1,68,4041,7
-122.009613,1,1,1,1,2,2,1,2,"No",1,1,1,1,1,1,1,1,2,1,81,2928,14
-122.402241,1,1,1,1,21,2,3,2,"No",1,1,1,3,3,1,2,3,2,1,89,4321,14
-122.443119,2,1,2,2,5,2,3,3,"No internet service",2,2,2,2,2,1,2,1,2,1,83,2102,14
-122.437301,1,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,77,2418,5
-122.445121,1,1,1,1,10,2,3,2,"No",1,3,1,3,3,1,2,3,2,1,77,4001,6
-122.495781,1,2,1,1,1,2,1,2,"No",3,1,1,1,3,1,2,3,2,1,82,5359,4
-122.491129,2,2,2,1,46,1,2,1,"No",3,3,3,3,3,2,2,1,2,1,80,4011,5
-122.115398,1,1,2,1,49,2,3,2,"No",1,1,1,3,3,1,2,3,2,1,69,5732,5
-122.305109,2,1,1,1,45,2,3,2,"No",3,1,1,3,3,1,2,2,2,1,70,4898,6
-122.419923,2,1,2,2,37,1,2,1,"Yes",3,3,1,1,1,1,1,1,2,1,80,3627,6
-121.801599,2,1,2,1,49,2,3,2,"No",1,1,1,3,1,1,1,3,2,1,85,4639,6
-121.601461,1,2,1,1,14,2,3,2,"No",3,1,1,1,1,1,2,3,2,1,88,5203,4
-121.848111,2,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,99,5418,4
-121.971504,1,2,1,1,47,2,3,2,"No",3,3,1,1,1,1,2,1,2,1,72,4661,19
-122.115432,2,2,2,1,13,2,1,2,"No",3,3,1,3,3,1,2,3,2,1,99,3714,20
-122.080312,2,1,2,1,5,2,1,2,"No",1,3,1,3,3,1,2,3,2,1,77,4580,21
-121.686241,1,2,2,1,8,2,3,2,"No",1,1,1,1,3,1,2,3,2,1,91,4819,12
-121.928425,2,1,1,1,1,2,1,2,"No",1,3,1,3,1,1,2,3,2,1,77,3086,13
-122.196821,2,1,1,1,12,2,1,1,"Yes",1,1,3,1,1,1,1,4,2,1,90,3043,9
-122.23463,1,1,1,1,42,2,1,1,"Yes",3,3,3,1,3,2,1,2,2,1,71,2774,19
-122.296283,1,1,2,1,33,2,3,3,"No internet service",2,2,2,2,2,3,2,4,2,1,77,5194,20
-122.051521,1,1,1,1,31,2,3,2,"No",1,3,1,1,3,1,2,3,2,1,85,2031,21
-122.208417,2,2,1,1,4,1,2,1,"No",1,1,1,1,1,1,2,1,2,1,72,4694,8
-122.175602,1,1,1,1,12,2,3,1,"No",1,1,3,3,3,2,1,4,2,1,94,4149,8
-122.287648,1,2,1,1,15,2,3,1,"No",1,1,3,1,1,1,1,2,2,1,94,3167,8
-122.295192,2,1,2,1,14,2,3,2,"No",1,1,1,1,3,1,2,3,2,1,100,4550,18
-122.383941,2,2,2,1,3,2,3,2,"No",1,1,1,3,3,1,2,3,2,1,87,3019,3
-122.341798,2,1,1,1,16,2,1,2,"Yes",1,1,1,3,3,1,2,3,2,1,73,2827,5
-122.320968,2,1,2,1,65,2,3,1,"Yes",3,3,1,1,3,2,1,2,2,1,68,4415,6
-122.697822,2,1,2,1,6,2,3,2,"No",1,1,1,3,1,1,2,3,2,1,78,4458,3
-122.532369,2,2,2,1,53,2,3,2,"No",3,3,1,3,3,1,2,3,2,1,87,5860,3
-122.563683,1,1,2,1,5,2,1,2,"No",3,1,1,1,3,1,2,3,2,1,93,4565,5
-122.775567,2,1,1,1,68,2,3,2,"No",3,3,3,3,3,2,1,3,2,1,65,4454,5
-122.515692,1,1,2,1,3,2,3,2,"No",3,1,1,1,3,1,2,2,2,1,76,5646,5
-121.877877,1,1,1,1,43,1,2,1,"No",1,3,1,3,3,1,2,1,2,1,92,4044,6
-122.090386,2,2,2,1,68,2,3,2,"No",3,3,1,3,3,1,2,3,2,1,79,6284,6
-122.080621,1,1,2,1,70,2,3,2,"Yes",3,3,3,3,3,3,2,1,2,1,73,5947,19
-122.237162,2,2,2,1,27,1,2,1,"No",1,1,1,1,3,1,1,1,2,1,93,4564,20
-122.062213,1,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,1,4,2,1,93,3963,21
-121.279679,2,1,1,1,3,1,2,1,"No",1,3,1,3,1,1,2,4,2,1,75,4710,11
-121.952417,1,1,2,1,36,2,3,2,"No",3,3,1,3,1,1,2,1,2,1,86,4544,12
-121.752383,2,1,1,1,1,1,2,1,"No",1,1,1,3,3,1,2,4,2,1,69,4954,10
-121.827673,2,1,1,1,2,2,1,2,"No",1,3,1,3,3,1,1,3,2,1,87,4493,13
-121.891147,1,1,1,2,12,2,1,1,"No",1,1,1,1,1,1,2,3,2,1,89,4162,9
-121.809955,2,1,2,1,1,1,2,1,"No",1,1,1,1,1,1,2,3,2,1,90,4517,19
-121.795867,2,1,1,1,1,1,2,1,"Yes",1,1,1,1,1,1,1,4,2,1,74,3383,20
-121.74841,1,1,1,1,3,2,3,1,"No",1,1,1,1,1,1,2,4,2,1,76,2876,11
-121.723877,1,1,1,1,1,2,1,1,"No",1,1,1,1,3,1,2,3,2,1,70,2294,15
-121.851046,1,2,2,1,1,2,3,2,"No",3,1,1,3,1,1,2,3,2,1,93,2905,8
-121.762429,2,2,2,1,2,2,3,2,"No",1,1,1,3,1,1,2,4,2,1,78,5204,3
-121.348048,1,2,2,1,29,2,3,2,"No",1,3,1,3,3,1,2,1,2,1,82,3179,5
-121.235034,1,1,1,1,52,2,3,2,"Yes",3,1,3,3,3,2,2,2,2,1,90,4861,6
-120.632221,2,1,1,1,2,2,1,1,"Yes",1,3,1,1,1,1,2,4,2,1,70,4235,4
-121.310964,1,2,1,1,47,2,3,2,"No",3,1,3,3,1,1,2,3,2,1,65,5214,5
-120.37855,1,1,1,1,5,2,1,1,"Yes",1,1,3,1,1,1,1,2,2,1,74,5435,5
-120.765493,2,2,2,1,52,2,3,2,"Yes",1,3,1,3,3,1,2,3,2,1,68,5648,5
-120.757977,1,1,2,1,42,2,3,1,"No",1,1,1,1,1,1,2,3,2,1,97,4873,6
-119.667544,1,1,1,1,25,2,1,2,"No",3,3,1,3,3,1,2,3,2,1,90,5932,6
-120.853288,1,1,1,1,9,2,1,2,"No",1,1,1,1,1,1,1,3,2,1,81,2236,6
-121.308401,2,1,2,1,5,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,97,3864,4
-120.748394,2,1,1,1,3,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,93,2158,19
-121.007575,1,1,2,1,31,2,3,2,"No",1,3,3,3,3,1,2,3,2,1,68,5000,20
-120.964772,2,1,1,1,1,2,1,2,"No",1,1,1,1,3,1,2,3,2,1,83,5533,21
-120.946594,1,1,1,1,1,2,1,1,"No",1,1,1,1,1,1,2,1,2,1,76,2632,11
-121.108568,2,1,2,1,10,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,92,2457,15
-120.776141,2,1,1,1,4,1,2,1,"No",1,3,1,1,1,1,2,3,2,1,71,4207,12
-119.755729,2,1,1,1,43,2,3,2,"No",3,1,1,1,1,1,2,3,2,1,100,5107,10
-120.954271,1,2,1,1,11,2,3,2,"No",1,1,1,3,3,1,2,1,2,1,71,4074,9
-120.188002,2,1,2,1,47,2,3,2,"Yes",1,3,3,3,3,2,2,2,2,1,97,3344,19
-121.263381,2,1,1,1,1,2,1,2,"No",1,1,1,1,3,1,1,3,2,1,85,2734,20
-122.790335,2,1,1,1,4,2,3,2,"No",1,1,1,1,1,1,2,1,2,1,89,5668,21
-122.709096,2,1,1,1,17,2,1,1,"No",1,1,3,1,1,1,1,4,2,1,94,5659,11
-123.316553,2,1,2,1,21,2,3,1,"Yes",3,1,3,3,1,2,1,4,2,1,74,5353,8
-123.784599,2,1,2,1,42,2,3,2,"No",3,3,1,3,1,1,2,1,2,1,89,2075,1
-123.565432,1,1,2,1,5,2,1,2,"No",1,1,3,3,1,1,2,3,2,1,71,3608,2
-122.51699,1,2,1,1,6,2,3,2,"No",3,1,1,3,3,1,2,3,2,1,83,3330,2
-122.86891,1,1,2,1,7,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,65,5672,1
-123.118111,2,1,1,1,2,2,1,1,"No",1,1,1,1,1,1,1,1,2,1,72,4662,1
-122.955176,1,2,2,1,1,2,1,2,"No",3,1,1,1,1,1,2,4,2,1,89,2426,2
-123.531098,1,1,1,1,5,2,3,2,"No",1,3,1,3,3,1,2,3,2,1,85,5180,4
-122.770679,2,2,2,2,22,1,2,1,"Yes",1,1,1,1,3,1,1,4,2,1,75,2061,14
-123.743697,2,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,1,3,2,1,79,5066,14
-122.838198,2,1,1,1,3,2,1,1,"No",1,3,1,1,1,1,2,3,2,1,68,5598,3
-123.239647,1,1,1,1,1,1,2,1,"No",1,1,1,1,3,1,1,4,2,1,89,3706,5
-123.436861,1,2,1,1,1,2,1,2,"No",3,1,1,1,1,1,2,3,2,1,76,4116,6
-123.525626,2,2,1,1,33,2,3,2,"No",3,3,1,1,1,1,2,2,2,1,79,2583,4
-123.450097,1,1,1,1,1,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,84,3706,3
-123.679461,1,2,1,1,2,2,1,2,"No",1,1,1,1,1,1,2,3,2,1,74,2189,3
-123.86,1,1,1,1,3,2,1,2,"Yes",1,3,1,3,3,1,2,2,2,1,77,5236,5
-124.210902,2,1,1,1,26,2,3,2,"No",1,1,1,1,3,1,2,3,2,1,85,5869,5
-123.852927,2,1,1,1,67,2,3,2,"Yes",3,3,3,3,3,3,1,2,2,1,82,4495,8
-124.163234,1,1,2,1,71,2,3,2,"No",1,1,1,3,3,3,2,1,2,1,100,4296,6
-124.097094,2,1,1,1,1,2,1,3,"No internet service",2,2,2,2,2,1,1,4,2,1,90,5707,6
-123.995867,1,1,1,1,5,2,3,2,"No",1,1,1,1,1,1,1,3,2,1,79,4600,4
-120.8421,1,1,1,1,9,2,1,2,"No",1,1,1,3,1,1,2,1,2,1,96,3847,4
-121.114408,1,2,1,1,26,2,3,2,"Yes",3,1,1,1,3,1,2,3,2,1,90,4232,19
